买家用户名,客户标签,运营建议,净消费额(Net LTV),总流水(Gross),订单数(1Y),退货率(1Y),最近购买(天前),客单价(Net AOV)
esatter308,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,22,25.75
zebsoy-0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,5,25.75
ju_738315,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,10,25.75
dm-mdr-tluoia,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,14,25.75
dmor3306,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,6,25.75
sheriffdave465,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,5,25.75
shengy_1,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,23,25.75
jmodz23,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,22,25.75
boitster,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,12,25.75
everlastparts,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,9,25.75
ednafraticelli,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,15,25.75
aceauto2737,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,4,25.75
alb-25234,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,12,25.75
cars19703,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,19,25.75
saun_1819,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,9,25.75
greyseafus51,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,23,25.75
daw_dar_ucp5bd,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,19,25.75
wmathewson,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,14,25.75
charlesworthgonsalves2012,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,18,25.75
chuynh69,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,2,25.75
freeholddodge,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,11,25.75
gadson961,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,11,25.75
tehnocar,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,4,25.75
kingbill555,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,17,25.75
izzy6915,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,10,25.75
arleth35,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,22,25.75
nana6575,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,24,25.75
foymotors,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,26,25.75
chepe-4918,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,9,25.75
valuecarmartllc,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,9,25.75
parksboytavarus,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.75,25.75,1,0.0%,18,25.75
miguelozan0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.71,25.71,1,0.0%,24,25.71
nrl7_15,[DISPUTE] 纠纷发起者,高危预警: 曾发起Payment Dispute，建议拉黑。,25.49,25.49,1,100.0%,350,25.49
telesis201,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.49,25.49,1,0.0%,3,25.49
alpodgo_98,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.29,25.29,1,0.0%,4,25.29
psj8-3,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.29,25.29,1,0.0%,16,25.29
illyrianmotorwerks,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.29,25.29,1,0.0%,29,25.29
scj0394,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.29,25.29,1,0.0%,4,25.29
shorie_0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.29,25.29,1,0.0%,13,25.29
paintballcowboy,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,9,25.0
pittbull146,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,13,25.0
gerardo082410,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,15,25.0
cherepaule,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,27,25.0
dvdnutcase,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,22,25.0
hampesc,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,21,25.0
sandro84money,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,14,25.0
carloslafory,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,11,25.0
heygrubby,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,16,25.0
vstowes23,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,24,25.0
eduardocavazos,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,8,25.0
jsl1-2000,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,1,25.0
peteshoku_0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,28,25.0
tyrul80,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,25.0,25.0,1,0.0%,27,25.0
timsgreat,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.99,24.99,1,0.0%,4,24.99
rpunch69,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.83,24.83,1,0.0%,28,24.83
luckisr-0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.49,24.49,1,0.0%,1,24.49
s10smith,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.49,24.49,1,0.0%,8,24.49
sherickin,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.49,24.49,1,0.0%,6,24.49
andro8888,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.49,24.49,1,0.0%,7,24.49
hduroy,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.49,24.49,1,0.0%,0,24.49
3006mv,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.45,24.45,1,0.0%,4,24.45
lazemiel23,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.37,24.37,1,0.0%,14,24.37
hawk535,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.37,24.37,1,0.0%,19,24.37
chriv_9409,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.37,24.37,1,0.0%,1,24.37
cc-ezc-4gujnnu,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.37,24.37,1,0.0%,23,24.37
j78630,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.37,24.37,1,0.0%,11,24.37
mcc-11594,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.28,24.28,1,0.0%,15,24.28
edfe79,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.28,24.28,1,0.0%,11,24.28
rjd00is,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.28,24.28,1,0.0%,8,24.28
jr6264kr,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.28,24.28,1,0.0%,26,24.28
directdi-78,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.28,24.28,1,0.0%,21,24.28
bunkerhillplatinum,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.28,24.28,1,0.0%,22,24.28
midnightventure05,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.0,24.0,1,0.0%,24,24.0
n8v.creations,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.0,24.0,1,0.0%,6,24.0
carterfredrick1976,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,24.0,24.0,1,0.0%,8,24.0
uslian-nmtz8q,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.99,23.99,1,0.0%,22,23.99
marcarnica,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.91,23.91,1,0.0%,5,23.91
68cn7-10,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.91,23.91,1,0.0%,16,23.91
redfusion3,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.91,23.91,1,0.0%,24,23.91
benj-76286,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.91,23.91,1,0.0%,12,23.91
alilc-0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.57,23.57,1,0.0%,16,23.57
toyotaboy100,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.57,23.57,1,0.0%,19,23.57
dunkn24_7,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.57,23.57,1,0.0%,8,23.57
rhero.h.rql5yf3npx,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.49,23.49,1,0.0%,28,23.49
bryanmojica,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,22,23.07
jrcars87,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,26,23.07
edubalt_61,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,25,23.07
sinclai_31,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,9,23.07
malibuncoke18,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,29,23.07
kart1985,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,5,23.07
plas_carl,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,20,23.07
maliadam_17,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,2,23.07
roy9932,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,29,23.07
ddlblueyes,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,18,23.07
moppertautocoll_0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,24,23.07
dayb_5629,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,24,23.07
tray_850,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,1,23.07
jchale33,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,22,23.07
nog35902,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,22,23.07
albertsoberane_0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,0,23.07
drwes_61,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,13,23.07
mi_53952,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,3,23.07
570kaitis3229,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,19,23.07
corbi.ti,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,1,23.07
ilovem3,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,17,23.07
razauto,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.07,23.07,1,0.0%,15,23.07
bra5031.chqd5qnbl,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,23.0,23.0,1,0.0%,14,23.0
mikchamber_3,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,11,22.99
delmar3114,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,7,22.99
chduers0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,16,22.99
dwal_us_nxsc6ihb1,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,4,22.99
budre.us2014,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,14,22.99
mipahlk_0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,17,22.99
jusma-6409,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,10,22.99
toyinrnd,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,23,22.99
came-4187,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,19,22.99
1946serrano,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,29,22.99
hecar-9611,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,22,22.99
yellow750,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,28,22.99
hoppypoppy225,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,20,22.99
mibax-38,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,16,22.99
jmar6645,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,2,22.99
alphasales447,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,6,22.99
brent51020,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,18,22.99
nikkicuffs,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,3,22.99
antoiem467wsnvr,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.99,22.99,1,0.0%,18,22.99
carmencitesperanzat_0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.49,22.49,1,0.0%,9,22.49
flavar319,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.49,22.49,1,0.0%,19,22.49
aj_44831,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.49,22.49,1,0.0%,19,22.49
iflipllc,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.49,22.49,1,0.0%,21,22.49
gamboa_paredes,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,5,22.45
sweetpeachie,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,9,22.45
kentheo718,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,18,22.45
mahmudusyed-0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,23,22.45
drjh_748,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,29,22.45
us_ah99,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,10,22.45
wal-30264,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,20,22.45
zylca0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,21,22.45
carguy-25,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,0,22.45
liizmarii_18,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,27,22.45
che36vy,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,8,22.45
alehur_21,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,21,22.45
blackhawk133,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,21,22.45
oropezajg,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,15,22.45
chisleb,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,10,22.45
frogbert123,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.45,22.45,1,0.0%,15,22.45
gupdoggydog,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.0,22.0,1,0.0%,21,22.0
mna_us_t3zmyi,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,22.0,22.0,1,0.0%,23,22.0
defbya-19,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,26,21.99
ja-5238090,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,15,21.99
victoramo24,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,13,21.99
rk6786,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,25,21.99
memeteocal123-1,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,26,21.99
kaori4life,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,26,21.99
kirtar000,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,25,21.99
fordfus_44,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,11,21.99
cvucsb,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,26,21.99
agustin_97,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,4,21.99
pepe200mph11,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,24,21.99
mark1svc,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,18,21.99
pep_94480,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,21,21.99
garylarry35,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,9,21.99
akursedx79,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,2,21.99
peter*mclovin,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,4,21.99
jaci1186,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,24,21.99
riccoe-61,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,21.99,21.99,1,0.0%,3,21.99
